,Name,Source,destination,date_of_journey,fare,duration,arrival_time,departure_time,stops
223,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,13h 5m,08:05,19:00,"2 Stops (BOM, DEL)"
224,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,13h 40m,08:05,18:25,"2 Stops (BOM, DEL)"
225,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,13h 40m,08:05,18:25,"2 Stops (BOM, DEL)"
226,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,22h 35m,08:05,09:30,"2 Stops (BOM, DEL)"
227,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,22h 35m,08:05,09:30,"2 Stops (BOM, DEL)"
228,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,23h 35m,08:05,08:30,"2 Stops (BOM, DEL)"
229,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,23h 35m,08:05,08:30,"2 Stops (BOM, DEL)"
230,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,25h 25m,08:05,06:40,"2 Stops (BOM, DEL)"
231,Vistara,BLR-Bengaluru,PNQ-Pune,2021-11-30,17360,25h 25m,08:05,06:40,"2 Stops (BOM, DEL)"
232,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,18619,12h,07:00,19:00,"2 Stops (GOI, DEL)"
233,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,18706,23h 35m,07:00,07:25,"2 Stops (TRV, DEL)"
234,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,19879,11h 25m,18:10,06:45,"2 Stops (BOM, DEL)"
235,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,20050,25h 5m,11:30,10:25,"3 Stops (DEL, AMD, ISK)"
236,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,20050,29h 45m,11:30,05:45,"3 Stops (DEL, AMD, ISK)"
237,Air India,BLR-Bengaluru,PNQ-Pune,2021-11-30,20299,12h 25m,18:10,05:45,"2 Stops (CCU, DEL)"
238,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-01,5177,1h 10m,06:50,05:40,Non Stop
239,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-01,5177,1h 25m,23:25,22:00,Non Stop
240,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-01,5177,1h 30m,13:20,11:50,Non Stop
241,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-12-01,5177,1h 35m,11:55,10:20,Non Stop
242,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-12-01,5177,3h 35m,14:50,11:15,1 stop at Hyderabad
243,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-01,5177,10h 45m,00:45,14:00,1 stop at Kolkata
244,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-01,5177,14h 15m,11:45,21:30,1 stop at Delhi
245,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5178,1h 30m,00:30,23:00,Non Stop
246,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5178,6h 5m,05:50,23:45,1 stop at Hyderabad
247,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5178,7h 5m,02:55,19:50,1 stop at Goa
248,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5178,7h 55m,05:50,21:55,1 stop at Hyderabad
249,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5178,8h 20m,00:05,15:45,1 stop at Chennai
250,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5178,9h 15m,00:05,14:50,1 stop at Chennai
251,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5178,9h 35m,05:50,20:15,1 stop at Hyderabad
252,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5178,9h 45m,02:55,17:10,1 stop at Goa
253,Air Asia,BLR-Bengaluru,PNQ-Pune,2021-12-01,5179,1h 35m,14:25,12:50,Non Stop
254,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5493,1h 30m,21:50,20:20,Non Stop
255,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5546,8h 35m,23:00,14:25,1 stop at Coimbatore
256,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5635,3h 45m,23:05,19:20,1 stop at Hyderabad
257,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5635,4h 35m,11:40,07:05,1 stop at Chennai
258,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5635,6h 45m,23:05,16:20,1 stop at Hyderabad
259,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,5635,10h,23:05,13:05,1 stop at Hyderabad
260,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,6092,4h 45m,02:10,21:25,1 stop at Kochi
261,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,6092,5h 50m,00:05,18:15,1 stop at Chennai
262,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,6092,6h 30m,02:10,19:40,1 stop at Kochi
263,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,6648,6h 20m,17:15,10:55,1 stop at Chennai
264,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,6648,8h 5m,17:15,09:10,1 stop at Chennai
265,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,6648,10h 10m,17:15,07:05,1 stop at Chennai
266,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,6806,1h 40m,13:00,11:20,Non Stop
267,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,7068,1h 20m,18:45,17:25,Non Stop
268,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-12-01,8370,9h,14:55,05:55,1 stop at Goa
269,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,9378,4h 40m,14:55,10:15,1 stop at Hyderabad
270,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,9378,7h 45m,14:55,07:10,1 stop at Hyderabad
271,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-01,9431,5h 35m,14:55,09:20,1 stop at Hyderabad
272,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,11205,10h 55m,08:05,21:10,1 stop at Delhi
273,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,11205,12h 25m,08:05,19:40,1 stop at Delhi
274,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,11205,13h 15m,08:05,18:50,1 stop at Delhi
275,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,11205,14h 15m,08:05,17:50,1 stop at Delhi
276,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,11205,20h 35m,08:05,11:30,1 stop at Delhi
277,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,11205,22h 25m,19:35,21:10,1 stop at Delhi
278,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,11384,11h 25m,22:55,11:30,1 stop at Delhi
279,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,11384,13h 10m,22:55,09:45,1 stop at Delhi
280,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,11384,15h 55m,22:55,07:00,1 stop at Delhi
281,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,12007,15h 45m,07:00,15:15,"3 Stops (KLH, HYD, DEL)"
282,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-01,12920,12h 40m,20:20,07:40,1 stop at Delhi
283,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-01,12920,14h 20m,22:00,07:40,1 stop at Delhi
284,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,13258,14h 55m,22:55,08:00,1 stop at Delhi
285,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-01,13498,11h,18:40,07:40,1 stop at Delhi
286,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,14314,10h,07:00,21:00,1 stop at Delhi
287,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,14314,13h 10m,07:00,17:50,1 stop at Delhi
288,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,14314,20h 35m,07:00,10:25,1 stop at Delhi
289,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,14314,24h 50m,07:00,06:10,1 stop at Delhi
290,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,14734,17h 40m,07:00,13:20,1 stop at Delhi
291,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,14979,22h,07:00,09:00,"3 Stops (MYQ, COK, DEL)"
292,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,14979,22h,07:00,09:00,"3 Stops (MYQ, COK, DEL)"
293,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,15154,6h 35m,16:20,09:45,1 stop at Delhi
294,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,15154,9h 20m,16:20,07:00,1 stop at Delhi
295,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,15154,19h 10m,16:20,21:10,1 stop at Delhi
296,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,15154,20h 40m,16:20,19:40,1 stop at Delhi
297,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,15154,21h 10m,18:10,21:00,1 stop at Delhi
298,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,15154,21h 30m,16:20,18:50,1 stop at Delhi
299,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,15154,22h 30m,16:20,17:50,1 stop at Delhi
300,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,15154,24h 20m,18:10,17:50,1 stop at Delhi
301,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,15169,23h 5m,07:00,07:55,"2 Stops (VGA, DEL)"
302,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,15889,8h 5m,19:35,11:30,1 stop at Delhi
303,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,15889,9h 50m,19:35,09:45,1 stop at Delhi
304,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,15889,12h 35m,19:35,07:00,1 stop at Delhi
305,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,12h 10m,08:05,19:55,"2 Stops (BOM, DEL)"
306,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,13h 5m,08:05,19:00,"2 Stops (BOM, DEL)"
307,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,13h 5m,08:05,19:00,"2 Stops (BOM, DEL)"
308,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,13h 40m,08:05,18:25,"2 Stops (BOM, DEL)"
309,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,13h 40m,08:05,18:25,"2 Stops (BOM, DEL)"
310,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,23h 35m,08:05,08:30,"2 Stops (BOM, DEL)"
311,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,23h 35m,08:05,08:30,"2 Stops (BOM, DEL)"
312,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,23h 40m,19:35,19:55,"2 Stops (BOM, DEL)"
313,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,24h 35m,19:35,19:00,"2 Stops (BOM, DEL)"
314,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,24h 35m,19:35,19:00,"2 Stops (BOM, DEL)"
315,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,25h 10m,19:35,18:25,"2 Stops (BOM, DEL)"
316,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,25h 10m,19:35,18:25,"2 Stops (BOM, DEL)"
317,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,25h 25m,08:05,06:40,"2 Stops (BOM, DEL)"
318,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,25h 25m,08:05,06:40,"2 Stops (BOM, DEL)"
319,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,35h 5m,19:35,08:30,"2 Stops (BOM, DEL)"
320,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,35h 5m,19:35,08:30,"2 Stops (BOM, DEL)"
321,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,36h 55m,19:35,06:40,"2 Stops (BOM, DEL)"
322,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16310,36h 55m,19:35,06:40,"2 Stops (BOM, DEL)"
323,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16415,14h 25m,22:55,08:30,"2 Stops (BOM, DEL)"
324,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16415,16h 15m,22:55,06:40,"2 Stops (BOM, DEL)"
325,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16415,16h 15m,22:55,06:40,"2 Stops (BOM, DEL)"
326,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16421,11h 25m,22:55,11:30,"2 Stops (IXC, DEL)"
327,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16421,11h 25m,22:55,11:30,"2 Stops (IXC, DEL)"
328,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16519,8h 20m,16:20,08:00,1 stop at Delhi
329,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16520,14h 25m,22:55,08:30,"2 Stops (BOM, DEL)"
330,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16520,14h 25m,22:55,08:30,"2 Stops (BOM, DEL)"
331,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16520,14h 25m,22:55,08:30,"2 Stops (BOM, DEL)"
332,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16520,16h 15m,22:55,06:40,"2 Stops (BOM, DEL)"
333,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16520,16h 15m,22:55,06:40,"2 Stops (BOM, DEL)"
334,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16520,16h 15m,22:55,06:40,"2 Stops (BOM, DEL)"
335,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16835,14h 25m,22:55,08:30,"2 Stops (BOM, DEL)"
336,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,16835,16h 15m,22:55,06:40,"2 Stops (BOM, DEL)"
337,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,17045,22h 35m,08:05,09:30,"2 Stops (BOM, DEL)"
338,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,17045,22h 35m,08:05,09:30,"2 Stops (BOM, DEL)"
339,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,17045,34h 5m,19:35,09:30,"2 Stops (BOM, DEL)"
340,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,17045,34h 5m,19:35,09:30,"2 Stops (BOM, DEL)"
341,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,17150,13h 25m,22:55,09:30,"2 Stops (BOM, DEL)"
342,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,17254,11h 35m,19:35,08:00,1 stop at Delhi
343,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,17255,13h 25m,22:55,09:30,"2 Stops (BOM, DEL)"
344,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,17255,13h 25m,22:55,09:30,"2 Stops (BOM, DEL)"
345,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,17444,19h 20m,08:05,12:45,"2 Stops (GOI, DEL)"
346,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,17444,30h 50m,19:35,12:45,"2 Stops (GOI, DEL)"
347,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,18199,12h,07:00,19:00,"2 Stops (GOI, DEL)"
348,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,18319,27h,22:55,19:55,"2 Stops (BOM, DEL)"
349,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,18319,27h 55m,22:55,19:00,"2 Stops (BOM, DEL)"
350,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,18319,27h 55m,22:55,19:00,"2 Stops (BOM, DEL)"
351,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,18319,28h 30m,22:55,18:25,"2 Stops (BOM, DEL)"
352,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,18319,28h 30m,22:55,18:25,"2 Stops (BOM, DEL)"
353,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,18319,38h 25m,22:55,08:30,"2 Stops (BOM, DEL)"
354,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,18319,38h 25m,22:55,08:30,"2 Stops (BOM, DEL)"
355,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,18319,40h 15m,22:55,06:40,"2 Stops (BOM, DEL)"
356,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-01,18319,40h 15m,22:55,06:40,"2 Stops (BOM, DEL)"
357,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,25615,22h 10m,11:30,13:20,"3 Stops (DEL, AMD, ISK)"
358,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,25615,25h 5m,11:30,10:25,"3 Stops (DEL, AMD, ISK)"
359,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-01,25615,29h 20m,11:30,06:10,"3 Stops (DEL, AMD, ISK)"
360,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-02,5177,1h 10m,06:50,05:40,Non Stop
361,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-02,5177,1h 25m,23:25,22:00,Non Stop
362,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-02,5177,1h 30m,13:20,11:50,Non Stop
363,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-12-02,5177,1h 35m,11:55,10:20,Non Stop
364,SpiceJet,BLR-Bengaluru,PNQ-Pune,2021-12-02,5177,3h 35m,14:50,11:15,1 stop at Hyderabad
365,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-02,5177,10h 45m,00:45,14:00,1 stop at Kolkata
366,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-02,5177,11h,18:40,07:40,1 stop at Delhi
367,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-02,5177,12h 40m,20:20,07:40,1 stop at Delhi
368,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-02,5177,14h 15m,11:45,21:30,1 stop at Delhi
369,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-02,5177,14h 20m,22:00,07:40,1 stop at Delhi
370,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,1h 20m,18:45,17:25,Non Stop
371,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,1h 30m,00:30,23:00,Non Stop
372,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,1h 30m,06:45,05:15,Non Stop
373,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,1h 35m,04:15,02:40,Non Stop
374,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,4h 35m,11:40,07:05,1 stop at Chennai
375,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,6h,04:55,22:55,1 stop at Chennai
376,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,6h 5m,05:50,23:45,1 stop at Hyderabad
377,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,7h 55m,05:50,21:55,1 stop at Hyderabad
378,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,8h 20m,00:05,15:45,1 stop at Chennai
379,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,9h 15m,00:05,14:50,1 stop at Chennai
380,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5178,9h 35m,05:50,20:15,1 stop at Hyderabad
381,Air Asia,BLR-Bengaluru,PNQ-Pune,2021-12-02,5179,1h 35m,14:25,12:50,Non Stop
382,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5336,1h 30m,21:50,20:20,Non Stop
383,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5336,1h 40m,13:00,11:20,Non Stop
384,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5546,8h 35m,23:00,14:25,1 stop at Coimbatore
385,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5635,4h 45m,02:10,21:25,1 stop at Kochi
386,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,5635,6h 30m,02:10,19:40,1 stop at Kochi
387,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,6092,3h 45m,23:05,19:20,1 stop at Hyderabad
388,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,6092,6h 45m,23:05,16:20,1 stop at Hyderabad
389,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,6092,10h,23:05,13:05,1 stop at Hyderabad
390,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,6648,6h 20m,17:15,10:55,1 stop at Chennai
391,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,6648,8h 5m,17:15,09:10,1 stop at Chennai
392,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,6648,10h 10m,17:15,07:05,1 stop at Chennai
393,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,7919,7h 5m,02:55,19:50,1 stop at Goa
394,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,9168,4h 40m,14:55,10:15,1 stop at Hyderabad
395,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,9168,5h 35m,14:55,09:20,1 stop at Hyderabad
396,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,9168,7h 45m,14:55,07:10,1 stop at Hyderabad
397,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,9168,8h 45m,14:55,06:10,1 stop at Hyderabad
398,IndiGo,BLR-Bengaluru,PNQ-Pune,2021-12-02,9746,9h 45m,02:55,17:10,1 stop at Goa
399,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,11205,8h 5m,19:35,11:30,1 stop at Delhi
400,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,11205,9h 50m,19:35,09:45,1 stop at Delhi
401,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,11205,10h 55m,08:05,21:10,1 stop at Delhi
402,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,11205,11h 35m,19:35,08:00,1 stop at Delhi
403,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,11205,12h 25m,08:05,19:40,1 stop at Delhi
404,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,11205,12h 35m,19:35,07:00,1 stop at Delhi
405,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,11205,13h 15m,08:05,18:50,1 stop at Delhi
406,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,11205,14h 15m,08:05,17:50,1 stop at Delhi
407,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,11205,20h 35m,08:05,11:30,1 stop at Delhi
408,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,11545,23h 25m,07:00,07:35,"2 Stops (HYD, DEL)"
409,Go First,BLR-Bengaluru,PNQ-Pune,2021-12-02,11793,1h 30m,20:15,18:45,Non Stop
410,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,12007,23h 25m,07:00,07:35,"2 Stops (HYD, DEL)"
411,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,12931,10h 35m,18:10,07:35,"2 Stops (HYD, DEL)"
412,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,13258,11h 25m,22:55,11:30,1 stop at Delhi
413,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,13258,13h 10m,22:55,09:45,1 stop at Delhi
414,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,13258,14h 55m,22:55,08:00,1 stop at Delhi
415,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,13258,15h 55m,22:55,07:00,1 stop at Delhi
416,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,13474,10h,07:00,21:00,1 stop at Delhi
417,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,13474,13h 10m,07:00,17:50,1 stop at Delhi
418,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,13474,17h 40m,07:00,13:20,1 stop at Delhi
419,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,13474,20h 35m,07:00,10:25,1 stop at Delhi
420,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,13474,24h 50m,07:00,06:10,1 stop at Delhi
421,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,13740,23h 25m,07:00,07:35,"2 Stops (HYD, DEL)"
422,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,14548,34h 35m,18:10,07:35,"2 Stops (HYD, DEL)"
423,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,14548,34h 35m,18:10,07:35,"2 Stops (HYD, DEL)"
424,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,14548,34h 35m,18:10,07:35,"2 Stops (HYD, DEL)"
425,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,14916,23h 20m,18:10,18:50,"2 Stops (HYD, DEL)"
426,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,14916,23h 20m,18:10,18:50,"2 Stops (HYD, DEL)"
427,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,15154,6h 35m,16:20,09:45,1 stop at Delhi
428,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,15154,7h 45m,18:10,10:25,1 stop at Delhi
429,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,15154,8h 20m,16:20,08:00,1 stop at Delhi
430,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,15154,9h 20m,16:20,07:00,1 stop at Delhi
431,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,15154,12h,18:10,06:10,1 stop at Delhi
432,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,15169,34h 15m,18:10,07:55,"2 Stops (VGA, DEL)"
433,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,15889,19h 10m,16:20,21:10,1 stop at Delhi
434,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,15889,20h 40m,16:20,19:40,1 stop at Delhi
435,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,15889,21h 30m,16:20,18:50,1 stop at Delhi
436,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,15889,22h 25m,19:35,21:10,1 stop at Delhi
437,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,15889,22h 30m,16:20,17:50,1 stop at Delhi
438,Air India,BLR-Bengaluru,PNQ-Pune,2021-12-02,15892,28h 45m,11:30,06:45,"3 Stops (BOM, AMD, ISK)"
439,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,16310,12h 10m,08:05,19:55,"2 Stops (BOM, DEL)"
440,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,16310,12h 55m,19:35,06:40,"2 Stops (BOM, DEL)"
441,Vistara,BLR-Bengaluru,PNQ-Pune,2021-12-02,16310,12h 55m,19:35,06:40,"2 Stops (BOM, DEL)"
